358E1DFF-562E-4FFB-9FAD-FD89DA70068A,BF96A8B1-2EBC-4E50-89DC-A01C020379BE,Relevant,
90FB6310-B9A9-4EE3-935D-C5A21249DBCC,EAD1E4E4-4D79-4D6F-A2DF-38A2EE0E349A,CannotJudge,
90FB6310-B9A9-4EE3-935D-C5A21249DBCC,286500CD-3D91-4831-90A3-98052171840B,NonRelevant,
50A30540-12DE-4A3C-9558-822F77DF8DE3,358E1DFF-562E-4FFB-9FAD-FD89DA70068A,Relevant,
358E1DFF-562E-4FFB-9FAD-FD89DA70068A,37FEBEFB-449E-439D-A859-BE75C9009727,ContextuallyRelevant,
9C2C7521-DE44-47B2-8A54-59A662AC8392,C9E7B0F3-414C-41AB-A5A0-5595C8E4C1EF,NonRelevant,
7CF4715D-F84A-43C1-BC48-43DE9A0F1B04,5CBEAD04-221F-448A-86E2-9DC82484D93E,ContextuallyRelevant,
7CF4715D-F84A-43C1-BC48-43DE9A0F1B04,03D0757F-3FEF-4D8F-B7A9-FEC7D512BA85,ContextuallyRelevant,
50A30540-12DE-4A3C-9558-822F77DF8DE3,F907511E-2B25-473D-8A59-863F6D287FB3,NonRelevant,
9C2C7521-DE44-47B2-8A54-59A662AC8392,EACE04F6-7CB3-4930-A5F8-91DF6A7FAC4F,Relevant,
CF10F12C-F1A2-4EEE-BBB5-4608D9EFA9C6,0165CE8F-CC84-4AEC-A293-3E87BAA6A337,ContextuallyRelevant,
50A30540-12DE-4A3C-9558-822F77DF8DE3,37FEBEFB-449E-439D-A859-BE75C9009727,ContextuallyRelevant,
D6A2CF92-D752-4B17-9041-D7F92CC801AA,918519E8-43FE-4009-AA1B-BD37AA57CA5A,NonRelevant,
50A30540-12DE-4A3C-9558-822F77DF8DE3,307341E4-AE4A-4DC1-B177-CB9316EA051D,Relevant,
CF10F12C-F1A2-4EEE-BBB5-4608D9EFA9C6,EE0052FC-EC29-4932-A678-1DE60697D323,ContextuallyRelevant,
D6A2CF92-D752-4B17-9041-D7F92CC801AA,20AE23B4-DA74-4EE6-842B-14F6A45DF957,NonRelevant,
CF10F12C-F1A2-4EEE-BBB5-4608D9EFA9C6,086FC940-A14E-426A-9C56-A5F1518F47D4,ContextuallyRelevant,
D6A2CF92-D752-4B17-9041-D7F92CC801AA,C9E7B0F3-414C-41AB-A5A0-5595C8E4C1EF,NonRelevant,
358E1DFF-562E-4FFB-9FAD-FD89DA70068A,50A30540-12DE-4A3C-9558-822F77DF8DE3,Relevant,
9C2C7521-DE44-47B2-8A54-59A662AC8392,42B3A990-3ACD-4A23-834A-F494A4CBB8BE,NonRelevant,
D6A2CF92-D752-4B17-9041-D7F92CC801AA,D4AA02CD-BEC3-4F42-B965-43CE91AC052A,NonRelevant,
D6A2CF92-D752-4B17-9041-D7F92CC801AA,F0225F59-D596-4BC2-8A5A-3E11735BFD2B,NonRelevant,
7CF4715D-F84A-43C1-BC48-43DE9A0F1B04,DB05E724-17C8-4147-B58E-CA1E83E67E63,ContextuallyRelevant,
358E1DFF-562E-4FFB-9FAD-FD89DA70068A,5D636581-3185-4BA6-9C62-668AEC9EEFC4,Relevant,
9C2C7521-DE44-47B2-8A54-59A662AC8392,D6A2CF92-D752-4B17-9041-D7F92CC801AA,NonRelevant,
7CF4715D-F84A-43C1-BC48-43DE9A0F1B04,0C9ED1EC-559C-442F-9165-BF735728224F,ContextuallyRelevant,
358E1DFF-562E-4FFB-9FAD-FD89DA70068A,307341E4-AE4A-4DC1-B177-CB9316EA051D,Relevant,
CF10F12C-F1A2-4EEE-BBB5-4608D9EFA9C6,E60804CF-F6A0-4B8D-854B-9614533D1934,NonRelevant,
7CF4715D-F84A-43C1-BC48-43DE9A0F1B04,EE0052FC-EC29-4932-A678-1DE60697D323,NonRelevant,
50A30540-12DE-4A3C-9558-822F77DF8DE3,BF96A8B1-2EBC-4E50-89DC-A01C020379BE,Relevant,
90FB6310-B9A9-4EE3-935D-C5A21249DBCC,94880553-9CBE-42C4-93AC-A68E60B6DA0A,NonRelevant,
CF10F12C-F1A2-4EEE-BBB5-4608D9EFA9C6,38AFDF76-C706-4BEB-B23F-45B7986AD690,NonRelevant,
