F70FA703-FD9B-4654-B410-11E7B4DBA61C,1C276C1F-A8BC-432C-AB63-0DAD7FC01371,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,B95C7F73-FAEB-4AD7-968B-C72055C81FFD,Relevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,1F5F72D5-32EB-49C3-871E-A45BB39ADEC7,ContextuallyRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,8CD0AD88-EB62-475A-BA2E-E1F7284B2EF9,Relevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,1FB73324-B08B-4D9A-9208-D387ABCD6A26,NonRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,016A04C0-720F-46D6-A297-F5FAEE6FAD82,NonRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,D519F477-9EF2-4E07-95FE-7893FD891583,Relevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,E72A495E-2239-4B9D-933B-DB18976252A7,Relevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,F431A5C2-4217-4F6B-8B99-85AF7913CE11,Relevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,239EE382-96D9-420F-8780-B55E2F31D91B,ContextuallyRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,2EB764A1-7791-422B-AA5F-5E0FED50C156,ContextuallyRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,AAB1DA3A-35F0-431D-9649-F62AD0CC159F,Relevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,018EFB16-7442-422F-8148-5C0719E57718,NonRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,A61AC7EB-3856-415F-B641-A967CA6B13DF,Relevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,98311009-8CF9-4298-9A35-332A9F110186,Relevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,EC484C6D-CB54-4EEF-8E97-021F64E8211A,Relevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,EF647E05-60E8-4090-8D84-C88357D58986,NonRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,1DF07FE5-9769-409A-9547-0377ED43EBA2,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,008A7DD9-ECA1-461C-9FE1-D00D4A482A79,NonRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,CFEB9AEC-C1A3-406F-AFD1-4EDDC77594B5,NonRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,3DBA9DE4-9427-44DA-9810-EC9E94C274B7,ContextuallyRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,B4FA465C-21AC-4A68-B85A-83EB8C6DBE90,ContextuallyRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,29EA1645-B80E-490C-95BB-1AC96A89F01D,ContextuallyRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,0E3ACA1C-0195-4B3E-B2FC-4C9E11AB7F2F,ContextuallyRelevant,
A9BC633D-3F46-4A9A-923A-E62749CEE030,23090A3B-3AF5-4062-888A-7043EA3F0342,NonRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,840EA217-B1D4-4A1B-A691-9CB3CA61BB5B,Relevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,9BEBABCA-FB69-4652-9395-4C5B51F46B4F,Relevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,7FC123A7-FFFB-421D-8DEF-4F0A89F76AC7,Relevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,23090A3B-3AF5-4062-888A-7043EA3F0342,NonRelevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,966164E9-EEBF-4356-8B3C-4F24F5C5151A,Relevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,01140E19-F82A-42BC-88D5-14FD98D5F39D,Relevant,
8DAA9A9B-1931-4B3A-8E6F-3F7C0AD6A630,08B65D34-4368-46CE-8F24-D6CC1054D86D,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,DD43E0D5-6014-4A79-B2AB-D69C054E1F49,NonRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,5648E72F-A4D0-4162-B3E8-9E11D8FF8259,ContextuallyRelevant,
7FBF98EC-A0AD-4AF3-9427-3724D0CF3A79,01140E19-F82A-42BC-88D5-14FD98D5F39D,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,E5423346-9D0C-4291-A25C-D6D2B01ECE4D,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,05992CF6-B282-4E7D-9C7C-A36A54FC8DDA,Relevant,
A9BC633D-3F46-4A9A-923A-E62749CEE030,67706B30-4278-484F-94F1-B8002E226F0B,NonRelevant,
A9BC633D-3F46-4A9A-923A-E62749CEE030,1DF07FE5-9769-409A-9547-0377ED43EBA2,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,DC80397E-77EC-44F3-A643-65496760896C,NonRelevant,
F70FA703-FD9B-4654-B410-11E7B4DBA61C,E7B6E1F5-05C7-4E4D-A071-F0C696E6AF48,NonRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,DBFD4B12-C894-40EA-B472-711AD5D96B33,ContextuallyRelevant,
FE524AA5-FB46-4EEA-A6F5-6A17A77591DF,CD8AF8E6-B566-4EC6-8AA1-89602B2D1B01,Relevant,
