6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,44a84706-0fce-4ffa-92c6-a4e44e129153,NonRelevant,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,20c83900-803f-4ed0-a82b-39e1d2e65a6d,NonRelevant,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,a3f4875d-d9e6-404c-bf6d-cafc1b491873,NonRelevant,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,5c2cb0b6-553c-4830-a095-578958575210,NonRelevant,
5c2cb0b6-553c-4830-a095-578958575210,9f1d6fcb-9179-43ea-991d-7e8bb531e8fb,NonRelevant,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,3dcec391-3b16-42dd-a5c2-0fc1c00d2a84,NonRelevant,
5c2cb0b6-553c-4830-a095-578958575210,5c097471-cabe-44f9-b8d5-0638c431de5d,CannotJudge,same keyword search
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,4cff4174-ccb9-4794-bdb8-489806c5a7f8,NonRelevant,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,4465a211-f245-4c49-97da-cc4442c5d204,CannotJudge,
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,2780480a-f916-45bd-88a0-5a35412d83ec,Relevant,
5c2cb0b6-553c-4830-a095-578958575210,dfc5ada3-8c9c-424d-b89b-05400f8fffa9,CannotJudge,"they look like the same search
"
6fad28cf-9d30-45ad-9ad0-7dffdeeacbae,b2ab1ce3-0d25-400f-b87b-93f3abdcde90,NonRelevant,
